epoch,lr_epoch,lr_step,step,train/accuracy_epoch,train/accuracy_step,train/cls_acc_epoch,train/cls_acc_step,train/cls_f1_epoch,train/cls_f1_step,train/f1_epoch,train/f1_step,train/loss_cls_epoch,train/loss_cls_step,train/loss_combined_epoch,train/loss_combined_step,train/loss_epoch,train/loss_mlm_epoch,train/loss_mlm_step,train/loss_step,train/perplexity_epoch,train/perplexity_step,train/precision_epoch,train/precision_step,train/pseudo_pplx_epoch,train/pseudo_pplx_step,train/recall_epoch,train/recall_step,val/accuracy,val/cls_acc,val/cls_f1,val/f1,val/loss,val/loss_cls_epoch,val/loss_mlm_epoch,val/perplexity,val/precision,val/pseudo_pplx,val/recall,val_loss_track
15,,,5375,,,,,,,,,,,,,,,,,,,,,,,,,0.02775593101978302,0.3333333432674408,0.3149041533470154,0.004822906572371721,4.8139448165893555,1.371329426765442,5.67459774017334,294.4844970703125,0.00284650013782084,2.1939034461975098,0.02775593101978302,4.8139448165893555
15,5.1374481699895114e-05,,5375,,,,,,,,,1.3858530521392822,,4.814880847930908,,,5.672134876251221,,,,,,,,,,,,,,,,,,,,,,
16,,,5543,,,,,,,,,,,,,,,,,,,,,,,,,0.027981270104646683,0.3333333432674408,0.3149041533470154,0.005037337075918913,4.816669940948486,1.3791399002075195,5.676051616668701,294.8682861328125,0.0030016994569450617,2.1945271492004395,0.027981270104646683,4.816669940948486
16,,,5711,,,,,,,,,,,,,,,,,,,,,,,,,0.027571948245167732,0.3333333432674408,0.3149041533470154,0.004995041526854038,4.810736656188965,1.3685057163238525,5.671294689178467,293.5856018066406,0.002967193955555558,2.1931676864624023,0.027571948245167732,4.810736656188965
16,4.587060902849771e-05,,5711,,,,,,,,,1.3839294910430908,,4.809988975524902,,,5.666499137878418,,,,,,,,,,,,,,,,,,,,,,
17,,,5879,,,,,,,,,,,,,,,,,,,,,,,,,0.027706360444426537,0.3333333432674408,0.3149041533470154,0.005111456848680973,4.814140319824219,1.3740569353103638,5.674160003662109,294.4129943847656,0.0030563685577362776,2.1939454078674316,0.027706360444426537,4.814140319824219
17,,3.849069253192283e-05,5999,,0.026343192905187607,,0.3333333432674408,,0.3140495717525482,,0.0049931639805436134,,1.3646149635314941,,4.854095935821533,,,5.726466178894043,4.854095935821533,,306.88287353515625,,0.0031294545624405146,,2.2032012939453125,,0.026343192905187607,,,,,,,,,,,,
17,,,6047,,,,,,,,,,,,,,,,,,,,,,,,,0.0268846582621336,0.3333333432674408,0.3149041533470154,0.004959294572472572,4.807480335235596,1.371156930923462,5.666561126708984,292.0917663574219,0.002987971529364586,2.1924309730529785,0.0268846582621336,4.807480335235596
17,4.041684587718919e-05,,6047,0.026343192905187607,,0.3333333432674408,,0.3140495717525482,,0.0049931639805436134,,1.3862216472625732,,4.804011344909668,,4.854095935821533,5.658454895019531,,,306.88287353515625,,0.0031294545624405146,,2.2032012939453125,,0.026343192905187607,,,,,,,,,,,,,
18,,,6215,,,,,,,,,,,,,,,,,,,,,,,,,0.027419710531830788,0.3333333432674408,0.3149041533470154,0.005114492494612932,4.810688018798828,1.3792697191238403,5.668542385101318,292.72113037109375,0.0030543336179107428,2.193161725997925,0.027419710531830788,4.810688018798828
18,,,6383,,,,,,,,,,,,,,,,,,,,,,,,,0.02841862104833126,0.3333333432674408,0.3149041533470154,0.005082697607576847,4.805582046508789,1.372887134552002,5.663755893707275,291.3009338378906,0.0030265264213085175,2.1919972896575928,0.02841862104833126,4.805582046508789
18,3.507942892611027e-05,,6383,,,,,,,,,1.3858767747879028,,4.796057224273682,,,5.648599624633789,,,,,,,,,,,,,,,,,,,,,,
19,,,6551,,,,,,,,,,,,,,,,,,,,,,,,,0.028324773535132408,0.3333333432674408,0.3149041533470154,0.005124274175614119,4.805923938751221,1.376705288887024,5.6632280349731445,291.16766357421875,0.0030565373599529266,2.192075490951538,0.028324773535132408,4.805923938751221
19,,,6719,,,,,,,,,,,,,,,,,,,,,,,,,0.028315110132098198,0.3333333432674408,0.3149041533470154,0.0051039764657616615,4.804818630218506,1.3713427782058716,5.663187503814697,291.0963134765625,0.0030508902855217457,2.191824436187744,0.028315110132098198,4.804818630218506
19,2.9923117836005986e-05,,6719,,,,,,,,,1.3842647075653076,,4.792230129241943,,,5.644218444824219,,,,,,,,,,,,,,,,,,,,,,
20,,,6887,,,,,,,,,,,,,,,,,,,,,,,,,0.028841527178883553,0.3333333432674408,0.3149041533470154,0.004984046332538128,4.805232048034668,1.3751702308654785,5.662747383117676,291.01422119140625,0.0029560704715549946,2.191917657852173,0.028841527178883553,4.805232048034668
20,,2.3426435291185044e-05,6999,,0.025679821148514748,,0.3333333432674408,,0.3140495717525482,,0.0050749629735946655,,1.3647782802581787,,4.813607215881348,,,5.675814628601074,4.813607215881348,,291.72589111328125,,0.00367551832459867,,2.193993330001831,,0.025679821148514748,,,,,,,,,,,,
20,,,7055,,,,,,,,,,,,,,,,,,,,,,,,,0.02835579589009285,0.3333333432674408,0.3149041533470154,0.005213443655520678,4.803285121917725,1.3775688409805298,5.659714698791504,290.1224670410156,0.0031245164573192596,2.1914737224578857,0.02835579589009285,4.803285121917725
20,2.5010518584167585e-05,,7055,0.025679821148514748,,0.3333333432674408,,0.3140495717525482,,0.0050749629735946655,,1.3845746517181396,,4.7874579429626465,,4.813607215881348,5.638180732727051,,,291.72589111328125,,0.00367551832459867,,2.193993330001831,,0.025679821148514748,,,,,,,,,,,,,
21,,,7223,,,,,,,,,,,,,,,,,,,,,,,,,0.027764782309532166,0.3333333432674408,0.3149041533470154,0.005060155875980854,4.802182197570801,1.3736956119537354,5.659303665161133,290.0265197753906,0.0030254207085818052,2.191220760345459,0.027764782309532166,4.802182197570801
21,,,7391,,,,,,,,,,,,,,,,,,,,,,,,,0.027643412351608276,0.3333333432674408,0.3149041533470154,0.005210677161812782,4.801898002624512,1.3768032789230347,5.658172130584717,289.66180419921875,0.003117986023426056,2.1911585330963135,0.027643412351608276,4.801898002624512
21,2.0401255824253894e-05,,7391,,,,,,,,,1.3841934204101562,,4.782293319702148,,,5.631817817687988,,,,,,,,,,,,,,,,,,,,,,
22,,,7559,,,,,,,,,,,,,,,,,,,,,,,,,0.028082342818379402,0.3333333432674408,0.3149041533470154,0.005160370841622353,4.801412105560303,1.3730051517486572,5.658514022827148,289.76507568359375,0.003086547600105405,2.1910462379455566,0.028082342818379402,4.801412105560303
22,,,7727,,,,,,,,,,,,,,,,,,,,,,,,,0.02829957753419876,0.3333333432674408,0.3149041533470154,0.0051352051086723804,4.800515651702881,1.3744674921035767,5.6570281982421875,289.291748046875,0.003081924980506301,2.1908440589904785,0.02829957753419876,4.800515651702881
22,1.6151290765265003e-05,,7727,,,,,,,,,1.3837796449661255,,4.779541492462158,,,5.628479480743408,,,,,,,,,,,,,,,,,,,,,,
23,,,7895,,,,,,,,,,,,,,,,,,,,,,,,,0.027872730046510696,0.3333333432674408,0.3149041533470154,0.005100760608911514,4.8011579513549805,1.3748586177825928,5.6577324867248535,289.5097351074219,0.0030492653604596853,2.1909902095794678,0.027872730046510696,4.8011579513549805
23,,1.1196734703844413e-05,7999,,0.02134528011083603,,0.3333333432674408,,0.32258063554763794,,0.0038237348198890686,,1.4260151386260986,,4.888511657714844,,,5.754135608673096,4.888511657714844,,315.49273681640625,,0.002499920781701803,,2.2109978199005127,,0.02134528011083603,,,,,,,,,,,,
23,,,8063,,,,,,,,,,,,,,,,,,,,,,,,,0.028643004596233368,0.3333333432674408,0.3149041533470154,0.0052023171447217464,4.7985663414001465,1.3723560571670532,5.655117511749268,288.7607116699219,0.0031265418510884047,2.1903977394104004,0.028643004596233368,4.7985663414001465
23,1.2312202670727856e-05,,8063,0.02134528011083603,,0.3333333432674408,,0.32258063554763794,,0.0038237348198890686,,1.3840616941452026,,4.77642822265625,,4.888511657714844,5.624517440795898,,,315.49273681640625,,0.002499920781701803,,2.2109978199005127,,0.02134528011083603,,,,,,,,,,,,,
24,,,8231,,,,,,,,,,,,,,,,,,,,,,,,,0.027634425088763237,0.3333333432674408,0.3149041533470154,0.005146324634552002,4.799917221069336,1.372481346130371,5.65677547454834,289.25860595703125,0.0031016594730317593,2.190704822540283,0.027634425088763237,4.799917221069336
24,,,8399,,,,,,,,,,,,,,,,,,,,,,,,,0.027868688106536865,0.3333333432674408,0.3149041533470154,0.005174750462174416,4.798961639404297,1.3765594959259033,5.654561519622803,288.597900390625,0.0031218668445944786,2.190488815307617,0.027868688106536865,4.798961639404297
24,8.930593139666598e-06,,8399,,,,,,,,,1.3834463357925415,,4.774778366088867,,,5.622611045837402,,,,,,,,,,,,,,,,,,,,,,
25,,,8567,,,,,,,,,,,,,,,,,,,,,,,,,0.028021829202771187,0.3333333432674408,0.3149041533470154,0.005207161884754896,4.79915189743042,1.3748655319213867,5.655224323272705,288.76885986328125,0.0031411622185260057,2.19053316116333,0.028021829202771187,4.79915189743042
25,,,8735,,,,,,,,,,,,,,,,,,,,,,,,,0.027827594429254532,0.3333333432674408,0.3149041533470154,0.00524690980091691,4.797982692718506,1.373523473739624,5.6540985107421875,288.4759826660156,0.0031687000300735235,2.1902642250061035,0.027827594429254532,4.797982692718506
25,6.0475126701931e-06,,8735,,,,,,,,,1.384002923965454,,4.7706685066223145,,,5.61733341217041,,,,,,,,,,,,,,,,,,,,,,
26,,,8903,,,,,,,,,,,,,,,,,,,,,,,,,0.02763552963733673,0.3333333432674408,0.3149041533470154,0.005308966618031263,4.798251628875732,1.3722126483917236,5.654760837554932,288.6417541503906,0.0032180361449718475,2.190326690673828,0.02763552963733673,4.798251628875732
26,,3.1061038043844746e-06,8999,,0.0206105038523674,,0.3333333432674408,,0.31978318095207214,,0.004327199421823025,,1.4101083278656006,,4.926437854766846,,,5.805520057678223,4.926437854766846,,332.12786865234375,,0.0030925176106393337,,2.219558000564575,,0.0206105038523674,,,,,,,,,,,,
26,,,9071,,,,,,,,,,,,,,,,,,,,,,,,,0.028004830703139305,0.3333333432674408,0.3149041533470154,0.005265195854008198,4.798187732696533,1.3744174242019653,5.654129981994629,288.47119140625,0.0031823364552110434,2.1903116703033447,0.028004830703139305,4.798187732696533
26,3.6979588458052604e-06,,9071,0.0206105038523674,,0.3333333432674408,,0.31978318095207214,,0.004327199421823025,,1.3841129541397095,,4.769667148590088,,4.926437854766846,5.616057395935059,,,332.12786865234375,,0.0030925176106393337,,2.219558000564575,,0.0206105038523674,,,,,,,,,,,,,
27,,,9239,,,,,,,,,,,,,,,,,,,,,,,,,0.027930544689297676,0.3333333432674408,0.3149041533470154,0.005241884849965572,4.798195838928223,1.374629020690918,5.654087066650391,288.45623779296875,0.003161514177918434,2.1903140544891357,0.027930544689297676,4.798195838928223
27,,,9407,,,,,,,,,,,,,,,,,,,,,,,,,0.027840934693813324,0.3333333432674408,0.3149041533470154,0.005272294860333204,4.79819917678833,1.3743896484375,5.65415096282959,288.47265625,0.00318893906660378,2.190314531326294,0.027840934693813324,4.79819917678833
27,1.9104518287349492e-06,,9407,,,,,,,,,1.385341763496399,,4.768040180206299,,,5.613715171813965,,,,,,,,,,,,,,,,,,,,,,
28,,,9575,,,,,,,,,,,,,,,,,,,,,,,,,0.02781231887638569,0.3333333432674408,0.3149041533470154,0.005203800275921822,4.797985076904297,1.3744494915008545,5.653868675231934,288.3879089355469,0.003141826717182994,2.1902661323547363,0.02781231887638569,4.797985076904297
28,,,9743,,,,,,,,,,,,,,,,,,,,,,,,,0.02774541825056076,0.3333333432674408,0.3149041533470154,0.005231170449405909,4.797971248626709,1.374200463294983,5.653913974761963,288.404541015625,0.0031627595890313387,2.190262794494629,0.02774541825056076,4.797971248626709
28,7.066882403705677e-07,,9743,,,,,,,,,1.384110689163208,,4.765484809875488,,,5.610829830169678,,,,,,,,,,,,,,,,,,,,,,
29,,,9911,,,,,,,,,,,,,,,,,,,,,,,,,0.02776630036532879,0.3333333432674408,0.3149041533470154,0.005239369347691536,4.7979631423950195,1.374208927154541,5.653903484344482,288.40118408203125,0.003166645998135209,2.190260887145996,0.02776630036532879,4.7979631423950195
29,,1.7553013265114714e-08,9999,,0.025277016684412956,,0.3333333432674408,,0.3140495717525482,,0.004549582488834858,,1.3704534769058228,,4.7807297706604,,,5.633298873901367,4.7807297706604,,279.5829162597656,,0.0030016093514859676,,2.186487913131714,,0.025277016684412956,,,,,,,,,,,,
29,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,0.027792472392320633,0.3333333432674408,0.3149041533470154,0.005250456277281046,4.797938346862793,1.3742016553878784,5.653872966766357,288.39215087890625,0.0031777562107890844,2.1902549266815186,0.027792472392320633,4.797938346862793
29,1.0128012917220985e-07,,10079,0.025277016684412956,,0.3333333432674408,,0.3140495717525482,,0.004549582488834858,,1.3833791017532349,,4.766347408294678,,4.7807297706604,5.612090587615967,,,279.5829162597656,,0.0030016093514859676,,2.186487913131714,,0.025277016684412956,,,,,,,,,,,,,
