epoch,lr_epoch,lr_step,step,train/accuracy_epoch,train/accuracy_step,train/cls_acc_epoch,train/cls_acc_step,train/cls_f1_epoch,train/cls_f1_step,train/f1_epoch,train/f1_step,train/loss_cls_epoch,train/loss_cls_step,train/loss_combined_epoch,train/loss_combined_step,train/loss_epoch,train/loss_mlm_epoch,train/loss_mlm_step,train/loss_step,train/perplexity_epoch,train/perplexity_step,train/precision_epoch,train/precision_step,train/pseudo_pplx_epoch,train/pseudo_pplx_step,train/recall_epoch,train/recall_step,val/accuracy,val/cls_acc,val/cls_f1,val/f1,val/loss,val/loss_cls_epoch,val/loss_mlm_epoch,val/perplexity,val/precision,val/pseudo_pplx,val/recall,val_loss_track
0,,,167,,,,,,,,,,,,,,,,,,,,,,,,,0.00493020610883832,0.3333333432674408,0.3149041533470154,0.00021508606732822955,6.032414436340332,1.3714460134506226,7.19765567779541,1340.0457763671875,0.00011027866275981069,2.4560651779174805,0.00493020610883832,6.032414436340332
0,,,335,,,,,,,,,,,,,,,,,,,,,,,,,0.00493020610883832,0.3333333432674408,0.3149041533470154,0.000230608566198498,6.014066219329834,1.3705860376358032,7.1749372482299805,1311.2813720703125,0.00011833152530016378,2.4523158073425293,0.00493020610883832,6.014066219329834
0,3.157235914841294e-05,,335,,,,,,,,,1.4212796688079834,,6.618902683258057,,,7.918309688568115,,,,,,,,,,,,,,,,,,,,,,
1,,,503,,,,,,,,,,,,,,,,,,,,,,,,,0.01700013317167759,0.3333333432674408,0.3149041533470154,0.001957389758899808,5.58110237121582,1.3691657781600952,6.6340861320495605,769.2451782226562,0.0010981556260958314,2.3622939586639404,0.01700013317167759,5.58110237121582
1,,,671,,,,,,,,,,,,,,,,,,,,,,,,,0.020296785980463028,0.3333333432674408,0.03887496888637543,0.0028195229824632406,5.390092849731445,1.3726247549057007,6.394459247589111,605.7254638671875,0.00159592111594975,2.3214995861053467,0.020296785980463028,5.390092849731445
1,9.581833728589118e-05,,671,,,,,,,,,1.4067612886428833,,5.728474140167236,,,6.808898448944092,,,,,,,,,,,,,,,,,,,,,,
2,,,839,,,,,,,,,,,,,,,,,,,,,,,,,0.0217885859310627,0.3604104220867157,0.3462288975715637,0.003515265416353941,5.27715539932251,1.378012776374817,6.251941204071045,525.635009765625,0.0020463087130337954,2.297037124633789,0.0217885859310627,5.27715539932251
2,,9.933949331752956e-05,999,,0.01753915101289749,,0.4454023241996765,,0.30565088987350464,,0.003472633194178343,,1.3220808506011963,,5.3642897605896,,,6.374841690063477,5.3642897605896,,586.8925170898438,,0.0020828121341764927,,2.316093683242798,,0.01753915101289749,,,,,,,,,,,,
2,,,1007,,,,,,,,,,,,,,,,,,,,,,,,,0.023644011467695236,0.3333333432674408,0.3149041533470154,0.003794620744884014,5.250875473022461,1.3717577457427979,6.220654487609863,509.0003662109375,0.0022103446535766125,2.2913193702697754,0.023644011467695236,5.250875473022461
2,9.967113874154165e-05,,1007,0.01753915101289749,,0.4454023241996765,,0.30565088987350464,,0.003472633194178343,,1.3982176780700684,,5.362796306610107,,5.3642897605896,6.353943824768066,,,586.8925170898438,,0.0020828121341764927,,2.316093683242798,,0.01753915101289749,,,,,,,,,,,,,
3,,,1175,,,,,,,,,,,,,,,,,,,,,,,,,0.02325194887816906,0.3333333432674408,0.3149041533470154,0.0037635567132383585,5.233364105224609,1.379623532295227,6.196798801422119,497.135498046875,0.0021776750218123198,2.2874934673309326,0.02325194887816906,5.233364105224609
3,,,1343,,,,,,,,,,,,,,,,,,,,,,,,,0.023515434935688972,0.3333333432674408,0.3149041533470154,0.0041063749231398106,5.221412181854248,1.37723708152771,6.182455539703369,490.40423583984375,0.002405533567070961,2.284867525100708,0.023515434935688972,5.221412181854248
3,9.876461263047531e-05,,1343,,,,,,,,,1.3951420783996582,,5.293090343475342,,,6.267572402954102,,,,,,,,,,,,,,,,,,,,,,
4,,,1511,,,,,,,,,,,,,,,,,,,,,,,,,0.023999623954296112,0.3333333432674408,0.3149041533470154,0.004030679818242788,5.206796646118164,1.3726328611373901,6.165338039398193,481.8919372558594,0.002355967415496707,2.281672716140747,0.023999623954296112,5.206796646118164
4,,,1679,,,,,,,,,,,,,,,,,,,,,,,,,0.025820903480052948,0.3333333432674408,0.3149041533470154,0.004364743363112211,5.175881385803223,1.3814706802368164,6.124484539031982,462.75732421875,0.0025424021296203136,2.274883270263672,0.025820903480052948,5.175881385803223
4,9.726615098770708e-05,,1679,,,,,,,,,1.39234459400177,,5.25575590133667,,,6.2216081619262695,,,,,,,,,,,,,,,,,,,,,,
5,,,1847,,,,,,,,,,,,,,,,,,,,,,,,,0.02726265974342823,0.3333333432674408,0.3149041533470154,0.004548754543066025,4.982126235961914,1.3746912479400635,5.8839850425720215,363.5693359375,0.0026890779845416546,2.2318921089172363,0.02726265974342823,4.982126235961914
5,,9.409801714355126e-05,1999,,0.029644271358847618,,0.5,,0.4838709533214569,,0.0053128432482481,,1.4212013483047485,,4.925381660461426,,,5.801426410675049,4.925381660461426,,330.77105712890625,,0.0033365371637046337,,2.219320058822632,,0.029644271358847618,,,,,,,,,,,,
5,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,0.02735944092273712,0.3333333432674408,0.3149041533470154,0.004593697842210531,4.904310703277588,1.384635329246521,5.784228324890137,328.6497497558594,0.0026513065677136183,2.2144057750701904,0.02735944092273712,4.904310703277588
5,9.51939364313148e-05,,2015,0.029644271358847618,,0.5,,0.4838709533214569,,0.0053128432482481,,1.389552116394043,,5.057301998138428,,4.925381660461426,5.97423791885376,,,330.77105712890625,,0.0033365371637046337,,2.219320058822632,,0.029644271358847618,,,,,,,,,,,,,
6,,,2183,,,,,,,,,,,,,,,,,,,,,,,,,0.02715539000928402,0.3333333432674408,0.3149041533470154,0.004699964541941881,4.879687786102295,1.3703670501708984,5.757018089294434,319.9529113769531,0.002746222773566842,2.2088303565979004,0.02715539000928402,4.879687786102295
6,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,0.027270706370472908,0.3333333432674408,0.3149041533470154,0.004607119597494602,4.870436668395996,1.3885592222213745,5.74090576171875,314.8674011230469,0.0026756084989756346,2.2067365646362305,0.027270706370472908,4.870436668395996
6,9.257309284294024e-05,,2351,,,,,,,,,1.3889994621276855,,4.918890476226807,,,5.801361083984375,,,,,,,,,,,,,,,,,,,,,,
7,,,2519,,,,,,,,,,,,,,,,,,,,,,,,,0.027404019609093666,0.3333333432674408,0.3149041533470154,0.00485618319362402,4.85581636428833,1.3681703805923462,5.727726936340332,310.6683349609375,0.0028389361687004566,2.2034201622009277,0.027404019609093666,4.85581636428833
7,,,2687,,,,,,,,,,,,,,,,,,,,,,,,,0.027529217302799225,0.3333333432674408,0.3149041533470154,0.004934675060212612,4.8540568351745605,1.378501534461975,5.722945213317871,309.2572021484375,0.0029063010588288307,2.2030205726623535,0.027529217302799225,4.8540568351745605
7,8.943553257267922e-05,,2687,,,,,,,,,1.3885595798492432,,4.890662670135498,,,5.76618766784668,,,,,,,,,,,,,,,,,,,,,,
8,,,2855,,,,,,,,,,,,,,,,,,,,,,,,,0.02737114578485489,0.3333333432674408,0.3149041533470154,0.004820653703063726,4.845427513122559,1.3698123693466187,5.714330673217773,306.60174560546875,0.0028271391056478024,2.2010586261749268,0.02737114578485489,4.845427513122559
8,,8.415272168349475e-05,2999,,0.029798734933137894,,0.29885056614875793,,0.29885056614875793,,0.005713348742574453,,1.4012954235076904,,4.762922763824463,,,5.603329658508301,4.762922763824463,,271.3283386230469,,0.0036319615319371223,,2.1824121475219727,,0.029798734933137894,,,,,,,,,,,,
8,,,3023,,,,,,,,,,,,,,,,,,,,,,,,,0.027427000924944878,0.3333333432674408,0.3149041533470154,0.0048585329204797745,4.843076229095459,1.373910665512085,5.710367679595947,305.35870361328125,0.0028705138247460127,2.2005274295806885,0.027427000924944878,4.843076229095459
8,8.581924339523539e-05,,3023,0.029798734933137894,,0.29885056614875793,,0.29885056614875793,,0.005713348742574453,,1.3854153156280518,,4.873974323272705,,4.762922763824463,5.746112823486328,,,271.3283386230469,,0.0036319615319371223,,2.1824121475219727,,0.029798734933137894,,,,,,,,,,,,,
9,,,3191,,,,,,,,,,,,,,,,,,,,,,,,,0.028226597234606743,0.3333333432674408,0.3149041533470154,0.004891403950750828,4.843421459197998,1.373875617980957,5.710808277130127,305.43231201171875,0.0028948651161044836,2.200608253479004,0.028226597234606743,4.843421459197998
9,,,3359,,,,,,,,,,,,,,,,,,,,,,,,,0.028079928830266,0.3333333432674408,0.3149041533470154,0.005046438425779343,4.83867073059082,1.3775886297225952,5.7039408683776855,303.370361328125,0.002999009331688285,2.199528455734253,0.028079928830266,4.83867073059082
9,8.176817209459841e-05,,3359,,,,,,,,,1.3869001865386963,,4.860541820526123,,,5.728950023651123,,,,,,,,,,,,,,,,,,,,,,
10,,,3527,,,,,,,,,,,,,,,,,,,,,,,,,0.027802834287285805,0.3333333432674408,0.3149041533470154,0.004963935352861881,4.835381507873535,1.3706870079040527,5.701554775238037,302.6741027832031,0.002943803323432803,2.1987783908843994,0.027802834287285805,4.835381507873535
10,,,3695,,,,,,,,,,,,,,,,,,,,,,,,,0.027131054550409317,0.3333333432674408,0.3149041533470154,0.0046848817728459835,4.834067344665527,1.3678942918777466,5.7006096839904785,302.33978271484375,0.002769695594906807,2.198479652404785,0.027131054550409317,4.834067344665527
10,7.733143138466403e-05,,3695,,,,,,,,,1.3861300945281982,,4.853225231170654,,,5.720000267028809,,,,,,,,,,,,,,,,,,,,,,
11,,,3863,,,,,,,,,,,,,,,,,,,,,,,,,0.027293602004647255,0.3333333432674408,0.3149041533470154,0.0051292190328240395,4.834206581115723,1.3774930238723755,5.698385715484619,301.63385009765625,0.0030694864690303802,2.198516845703125,0.027293602004647255,4.834206581115723
11,,7.056445610942319e-05,3999,,0.024247758090496063,,0.3214285671710968,,0.3050847351551056,,0.004595165140926838,,1.3466070890426636,,4.857963562011719,,,5.73580265045166,4.857963562011719,,309.7615051269531,,0.002833724021911621,,2.2040789127349854,,0.024247758090496063,,,,,,,,,,,,
11,,,4031,,,,,,,,,,,,,,,,,,,,,,,,,0.028291301801800728,0.3333333432674408,0.3149041533470154,0.004895556252449751,4.8286638259887695,1.3706978559494019,5.693155765533447,300.054443359375,0.0029032013844698668,2.1972532272338867,0.028291301801800728,4.8286638259887695
11,7.256294338731095e-05,,4031,0.024247758090496063,,0.3214285671710968,,0.3050847351551056,,0.004595165140926838,,1.3860362768173218,,4.842761516571045,,4.857963562011719,5.7069478034973145,,,309.7615051269531,,0.002833724021911621,,2.2040789127349854,,0.024247758090496063,,,,,,,,,,,,,
12,,,4199,,,,,,,,,,,,,,,,,,,,,,,,,0.02767282724380493,0.3333333432674408,0.3149041533470154,0.004828810226172209,4.8281636238098145,1.370814323425293,5.692501544952393,299.8914794921875,0.002850299933925271,2.1971380710601807,0.02767282724380493,4.8281636238098145
12,,,4367,,,,,,,,,,,,,,,,,,,,,,,,,0.02820172905921936,0.3333333432674408,0.3149041533470154,0.005164721980690956,4.826198101043701,1.3850252628326416,5.686490535736084,298.0540771484375,0.0030909141059964895,2.196695327758789,0.02820172905921936,4.826198101043701
12,6.752062472514808e-05,,4367,,,,,,,,,1.386289119720459,,4.835718154907227,,,5.69807243347168,,,,,,,,,,,,,,,,,,,,,,
13,,,4535,,,,,,,,,,,,,,,,,,,,,,,,,0.02769915759563446,0.3333333432674408,0.3149041533470154,0.004976529628038406,4.826044082641602,1.3765307664871216,5.688421726226807,298.6282043457031,0.0029456724878400564,2.196658134460449,0.02769915759563446,4.826044082641602
13,,,4703,,,,,,,,,,,,,,,,,,,,,,,,,0.027905192226171494,0.3333333432674408,0.3149041533470154,0.0049087912775576115,4.821231365203857,1.3707644939422607,5.683847427368164,297.2219543457031,0.0029015715699642897,2.195563793182373,0.027905192226171494,4.821231365203857
13,6.226557889021933e-05,,4703,,,,,,,,,1.385818362236023,,4.827685356140137,,,5.688149452209473,,,,,,,,,,,,,,,,,,,,,,
14,,,4871,,,,,,,,,,,,,,,,,,,,,,,,,0.028306419029831886,0.3333333432674408,0.3149041533470154,0.004869617987424135,4.822479724884033,1.376312255859375,5.684020519256592,297.37786865234375,0.0028809886425733566,2.1958446502685547,0.028306419029831886,4.822479724884033
14,,5.478264210978523e-05,4999,,0.025304347276687622,,0.32758620381355286,,0.3140495717525482,,0.004787013866007328,,1.3784136772155762,,4.94849157333374,,,5.841010570526123,4.94849157333374,,344.1269226074219,,0.0030709486454725266,,2.224520444869995,,0.025304347276687622,,,,,,,,,,,,
14,,,5039,,,,,,,,,,,,,,,,,,,,,,,,,0.02816860005259514,0.3333333432674408,0.3149041533470154,0.005063902586698532,4.818195343017578,1.3769725561141968,5.678501129150391,295.6412048339844,0.0030153412371873856,2.1948726177215576,0.02816860005259514,4.818195343017578
14,5.6861692428356037e-05,,5039,0.025304347276687622,,0.32758620381355286,,0.3140495717525482,,0.004787013866007328,,1.3856284618377686,,4.82115364074707,,4.94849157333374,5.6800360679626465,,,344.1269226074219,,0.0030709486454725266,,2.224520444869995,,0.025304347276687622,,,,,,,,,,,,,
15,,,5207,,,,,,,,,,,,,,,,,,,,,,,,,0.027537429705262184,0.3333333432674408,0.3149041533470154,0.004872129764407873,4.820964336395264,1.3737304210662842,5.682772159576416,296.99798583984375,0.0028935440350323915,2.19549822807312,0.027537429705262184,4.820964336395264
